Date,Time,State,Group,Unit,Sales
9-Nov-2020, Evening, VIC, Men, 24, 60000
9-Nov-2020, Evening, VIC, Women, 28, 70000
9-Nov-2020, Evening, VIC, Seniors, 40, 100000
9-Nov-2020, Morning, QLD, Kids, 6, 15000
9-Nov-2020, Morning, QLD, Men, 10, 25000
9-Nov-2020, Morning, QLD, Women, 3, 7500
9-Nov-2020, Morning, QLD, Seniors, 13, 32500
9-Nov-2020, Afternoon, QLD, Kids, 3, 7500
9-Nov-2020, Afternoon, QLD, Men, 7, 17500
9-Nov-2020, Afternoon, QLD, Women, 4, 10000
9-Nov-2020, Afternoon, QLD, Seniors, 3, 7500
9-Nov-2020, Evening, QLD, Kids, 11, 27500
9-Nov-2020, Evening, QLD, Men, 15, 37500
9-Nov-2020, Evening, QLD, Women, 15, 37500
9-Nov-2020, Evening, QLD, Seniors, 3, 7500
9-Nov-2020, Morning, NSW, Kids, 15, 37500
9-Nov-2020, Morning, NSW, Men, 22, 55000
9-Nov-2020, Morning, NSW, Women, 20, 50000
9-Nov-2020, Morning, NSW, Seniors, 25, 62500
9-Nov-2020, Afternoon, NSW, Kids, 32, 80000
9-Nov-2020, Afternoon, NSW, Men, 18, 45000
9-Nov-2020, Afternoon, NSW, Women, 12, 30000
9-Nov-2020, Afternoon, NSW, Seniors, 20, 50000
9-Nov-2020, Evening, NSW, Kids, 20, 50000
9-Nov-2020, Evening, NSW, Men, 28, 70000
9-Nov-2020, Evening, NSW, Women, 14, 35000
9-Nov-2020, Evening, NSW, Seniors, 18, 45000
9-Nov-2020, Morning, TAS, Kids, 5, 12500
9-Nov-2020, Morning, TAS, Men, 9, 22500
9-Nov-2020, Morning, TAS, Women, 8, 20000
9-Nov-2020, Morning, TAS, Seniors, 10, 25000
9-Nov-2020, Afternoon, TAS, Kids, 8, 20000
9-Nov-2020, Afternoon, TAS, Men, 6, 15000
9-Nov-2020, Afternoon, TAS, Women, 3, 7500
9-Nov-2020, Afternoon, TAS, Seniors, 8, 20000
9-Nov-2020, Evening, TAS, Kids, 9, 22500
9-Nov-2020, Evening, TAS, Men, 9, 22500
9-Nov-2020, Evening, TAS, Women, 8, 20000
9-Nov-2020, Evening, TAS, Seniors, 8, 20000
10-Nov-2020, Morning, WA, Kids, 2, 5000
10-Nov-2020, Morning, WA, Men, 7, 17500
10-Nov-2020, Morning, WA, Women, 5, 12500
10-Nov-2020, Morning, WA, Seniors, 4, 10000
10-Nov-2020, Afternoon, WA, Kids, 10, 25000
10-Nov-2020, Afternoon, WA, Men, 2, 5000
10-Nov-2020, Afternoon, WA, Women, 10, 25000
10-Nov-2020, Afternoon, WA, Seniors, 8, 20000
10-Nov-2020, Evening, WA, Kids, 6, 15000
10-Nov-2020, Evening, WA, Men, 4, 10000
10-Nov-2020, Evening, WA, Women, 2, 5000
10-Nov-2020, Evening, WA, Seniors, 9, 22500
10-Nov-2020, Morning, NT, Kids, 5, 12500
10-Nov-2020, Morning, NT, Men, 8, 20000
10-Nov-2020, Morning, NT, Women, 5, 12500
10-Nov-2020, Morning, NT, Seniors, 3, 7500
10-Nov-2020, Afternoon, NT, Kids, 5, 12500
10-Nov-2020, Afternoon, NT, Men, 2, 5000
10-Nov-2020, Afternoon, NT, Women, 6, 15000
10-Nov-2020, Afternoon, NT, Seniors, 10, 25000
10-Nov-2020, Evening, NT, Kids, 7, 17500
10-Nov-2020, Evening, NT, Men, 10, 25000
10-Nov-2020, Evening, NT, Women, 7, 17500
10-Nov-2020, Evening, NT, Seniors, 7, 17500
10-Nov-2020, Morning, SA, Kids, 16, 40000
10-Nov-2020, Morning, SA, Men, 18, 45000
10-Nov-2020, Morning, SA, Women, 11, 27500
10-Nov-2020, Morning, SA, Seniors, 24, 60000
10-Nov-2020, Afternoon, SA, Kids, 15, 37500
10-Nov-2020, Afternoon, SA, Men, 15, 37500
10-Nov-2020, Afternoon, SA, Women, 10, 25000
10-Nov-2020, Afternoon, SA, Seniors, 22, 55000
10-Nov-2020, Evening, SA, Kids, 14, 35000
10-Nov-2020, Evening, SA, Men, 24, 60000
10-Nov-2020, Evening, SA, Women, 11, 27500
10-Nov-2020, Evening, SA, Seniors, 17, 42500
10-Nov-2020, Morning, VIC, Kids, 22, 55000
10-Nov-2020, Morning, VIC, Men, 22, 55000
10-Nov-2020, Morning, VIC, Women, 34, 85000
10-Nov-2020, Morning, VIC, Seniors, 33, 82500
10-Nov-2020, Afternoon, VIC, Kids, 34, 85000
10-Nov-2020, Afternoon, VIC, Men, 31, 77500
10-Nov-2020, Afternoon, VIC, Women, 27, 67500
10-Nov-2020, Afternoon, VIC, Seniors, 39, 97500
10-Nov-2020, Evening, VIC, Kids, 44, 110000
10-Nov-2020, Evening, VIC, Men, 20, 50000
10-Nov-2020, Evening, VIC, Women, 29, 72500
10-Nov-2020, Evening, VIC, Seniors, 24, 60000
10-Nov-2020, Morning, QLD, Kids, 11, 27500
10-Nov-2020, Morning, QLD, Men, 4, 10000
10-Nov-2020, Morning, QLD, Women, 14, 35000
10-Nov-2020, Morning, QLD, Seniors, 14, 35000
10-Nov-2020, Afternoon, QLD, Kids, 8, 20000
10-Nov-2020, Afternoon, QLD, Men, 12, 30000
10-Nov-2020, Afternoon, QLD, Women, 5, 12500
10-Nov-2020, Afternoon, QLD, Seniors, 11, 27500
10-Nov-2020, Evening, QLD, Kids, 4, 10000
10-Nov-2020, Evening, QLD, Men, 3, 7500
10-Nov-2020, Evening, QLD, Women, 11, 27500
10-Nov-2020, Evening, QLD, Seniors, 4, 10000
10-Nov-2020, Morning, NSW, Kids, 29, 72500
10-Nov-2020, Morning, NSW, Men, 18, 45000
10-Nov-2020, Morning, NSW, Women, 31, 77500
10-Nov-2020, Morning, NSW, Seniors, 25, 62500
10-Nov-2020, Afternoon, NSW, Kids, 33, 82500
10-Nov-2020, Afternoon, NSW, Men, 18, 45000
10-Nov-2020, Afternoon, NSW, Women, 30, 75000
10-Nov-2020, Afternoon, NSW, Seniors, 35, 87500
10-Nov-2020, Evening, NSW, Kids, 34, 85000
10-Nov-2020, Evening, NSW, Men, 31, 77500
10-Nov-2020, Evening, NSW, Women, 23, 57500
10-Nov-2020, Evening, NSW, Seniors, 31, 77500
10-Nov-2020, Morning, TAS, Kids, 5, 12500
10-Nov-2020, Morning, TAS, Men, 3, 7500
10-Nov-2020, Morning, TAS, Women, 8, 20000
10-Nov-2020, Morning, TAS, Seniors, 5, 12500
10-Nov-2020, Afternoon, TAS, Kids, 3, 7500
10-Nov-2020, Afternoon, TAS, Men, 4, 10000
10-Nov-2020, Afternoon, TAS, Women, 4, 10000
10-Nov-2020, Afternoon, TAS, Seniors, 2, 5000
10-Nov-2020, Evening, TAS, Kids, 10, 25000
10-Nov-2020, Evening, TAS, Men, 3, 7500
10-Nov-2020, Evening, TAS, Women, 2, 5000
10-Nov-2020, Evening, TAS, Seniors, 9, 22500
11-Nov-2020, Morning, WA, Kids, 3, 7500
11-Nov-2020, Morning, WA, Men, 2, 5000
11-Nov-2020, Morning, WA, Women, 5, 12500
11-Nov-2020, Morning, WA, Seniors, 9, 22500
11-Nov-2020, Afternoon, WA, Kids, 5, 12500
11-Nov-2020, Afternoon, WA, Men, 2, 5000
11-Nov-2020, Afternoon, WA, Women, 2, 5000
11-Nov-2020, Afternoon, WA, Seniors, 4, 10000
11-Nov-2020, Evening, WA, Kids, 8, 20000
11-Nov-2020, Evening, WA, Men, 9, 22500
11-Nov-2020, Evening, WA, Women, 3, 7500
11-Nov-2020, Evening, WA, Seniors, 9, 22500
11-Nov-2020, Morning, NT, Kids, 8, 20000
11-Nov-2020, Morning, NT, Men, 2, 5000
11-Nov-2020, Morning, NT, Women, 10, 25000
11-Nov-2020, Morning, NT, Seniors, 8, 20000
11-Nov-2020, Afternoon, NT, Kids, 5, 12500
11-Nov-2020, Afternoon, NT, Men, 6, 15000
11-Nov-2020, Afternoon, NT, Women, 2, 5000
11-Nov-2020, Afternoon, NT, Seniors, 5, 12500
11-Nov-2020, Evening, NT, Kids, 5, 12500
11-Nov-2020, Evening, NT, Men, 4, 10000
11-Nov-2020, Evening, NT, Women, 9, 22500
11-Nov-2020, Evening, NT, Seniors, 5, 12500
11-Nov-2020, Morning, SA, Kids, 18, 45000
11-Nov-2020, Morning, SA, Men, 12, 30000
11-Nov-2020, Morning, SA, Women, 12, 30000
11-Nov-2020, Morning, SA, Seniors, 19, 47500
11-Nov-2020, Afternoon, SA, Kids, 19, 47500
11-Nov-2020, Afternoon, SA, Men, 16, 40000
11-Nov-2020, Afternoon, SA, Women, 25, 62500
11-Nov-2020, Afternoon, SA, Seniors, 21, 52500
11-Nov-2020, Evening, SA, Kids, 15, 37500
11-Nov-2020, Evening, SA, Men, 12, 30000
11-Nov-2020, Evening, SA, Women, 10, 25000
11-Nov-2020, Evening, SA, Seniors, 14, 35000
11-Nov-2020, Morning, VIC, Kids, 27, 67500
11-Nov-2020, Morning, VIC, Men, 23, 57500
11-Nov-2020, Morning, VIC, Women, 40, 100000
11-Nov-2020, Morning, VIC, Seniors, 30, 75000
11-Nov-2020, Afternoon, VIC, Kids, 36, 90000
11-Nov-2020, Afternoon, VIC, Men, 33, 82500
11-Nov-2020, Afternoon, VIC, Women, 29, 72500
11-Nov-2020, Afternoon, VIC, Seniors, 44, 110000
11-Nov-2020, Evening, VIC, Kids, 33, 82500
11-Nov-2020, Evening, VIC, Men, 39, 97500
11-Nov-2020, Evening, VIC, Women, 22, 55000
11-Nov-2020, Evening, VIC, Seniors, 36, 90000
11-Nov-2020, Morning, QLD, Kids, 9, 22500
11-Nov-2020, Morning, QLD, Men, 10, 25000
11-Nov-2020, Morning, QLD, Women, 14, 35000
11-Nov-2020, Morning, QLD, Seniors, 7, 17500
11-Nov-2020, Afternoon, QLD, Kids, 6, 15000
11-Nov-2020, Afternoon, QLD, Men, 15, 37500
11-Nov-2020, Afternoon, QLD, Women, 10, 25000
11-Nov-2020, Afternoon, QLD, Seniors, 11, 27500
11-Nov-2020, Evening, QLD, Kids, 15, 37500
11-Nov-2020, Evening, QLD, Men, 6, 15000
11-Nov-2020, Evening, QLD, Women, 10, 25000
11-Nov-2020, Evening, QLD, Seniors, 6, 15000
11-Nov-2020, Morning, NSW, Kids, 27, 67500
11-Nov-2020, Morning, NSW, Men, 14, 35000
11-Nov-2020, Morning, NSW, Women, 34, 85000
11-Nov-2020, Morning, NSW, Seniors, 15, 37500
11-Nov-2020, Afternoon, NSW, Kids, 19, 47500
11-Nov-2020, Afternoon, NSW, Men, 33, 82500
11-Nov-2020, Afternoon, NSW, Women, 16, 40000
11-Nov-2020, Afternoon, NSW, Seniors, 30, 75000
11-Nov-2020, Evening, NSW, Kids, 15, 37500
11-Nov-2020, Evening, NSW, Men, 22, 55000
11-Nov-2020, Evening, NSW, Women, 19, 47500
11-Nov-2020, Evening, NSW, Seniors, 16, 40000
11-Nov-2020, Morning, TAS, Kids, 4, 10000
11-Nov-2020, Morning, TAS, Men, 6, 15000
11-Nov-2020, Morning, TAS, Women, 2, 5000
11-Nov-2020, Morning, TAS, Seniors, 3, 7500
11-Nov-2020, Afternoon, TAS, Kids, 10, 25000
11-Nov-2020, Afternoon, TAS, Men, 6, 15000
11-Nov-2020, Afternoon, TAS, Women, 3, 7500
11-Nov-2020, Afternoon, TAS, Seniors, 3, 7500
11-Nov-2020, Evening, TAS, Kids, 5, 12500
11-Nov-2020, Evening, TAS, Men, 3, 7500
11-Nov-2020, Evening, TAS, Women, 6, 15000
11-Nov-2020, Evening, TAS, Seniors, 4, 10000
12-Nov-2020, Morning, WA, Kids, 10, 25000
12-Nov-2020, Morning, WA, Men, 3, 7500
12-Nov-2020, Morning, WA, Women, 7, 17500
12-Nov-2020, Morning, WA, Seniors, 8, 20000
12-Nov-2020, Afternoon, WA, Kids, 3, 7500
12-Nov-2020, Afternoon, WA, Men, 3, 7500
12-Nov-2020, Afternoon, WA, Women, 4, 10000
12-Nov-2020, Afternoon, WA, Seniors, 2, 5000
12-Nov-2020, Evening, WA, Kids, 3, 7500
12-Nov-2020, Evening, WA, Men, 8, 20000
12-Nov-2020, Evening, WA, Women, 2, 5000
12-Nov-2020, Evening, WA, Seniors, 7, 17500
12-Nov-2020, Morning, NT, Kids, 6, 15000
12-Nov-2020, Morning, NT, Men, 9, 22500
12-Nov-2020, Morning, NT, Women, 2, 5000
12-Nov-2020, Morning, NT, Seniors, 8, 20000
12-Nov-2020, Afternoon, NT, Kids, 2, 5000
12-Nov-2020, Afternoon, NT, Men, 4, 10000
12-Nov-2020, Afternoon, NT, Women, 3, 7500
12-Nov-2020, Afternoon, NT, Seniors, 2, 5000
12-Nov-2020, Evening, NT, Kids, 3, 7500
12-Nov-2020, Evening, NT, Men, 10, 25000
12-Nov-2020, Evening, NT, Women, 9, 22500
12-Nov-2020, Evening, NT, Seniors, 7, 17500
12-Nov-2020, Morning, SA, Kids, 12, 30000
12-Nov-2020, Morning, SA, Men, 22, 55000
12-Nov-2020, Morning, SA, Women, 20, 50000
12-Nov-2020, Morning, SA, Seniors, 17, 42500
12-Nov-2020, Afternoon, SA, Kids, 21, 52500
12-Nov-2020, Afternoon, SA, Men, 24, 60000
12-Nov-2020, Afternoon, SA, Women, 21, 52500
12-Nov-2020, Afternoon, SA, Seniors, 22, 55000
12-Nov-2020, Evening, SA, Kids, 15, 37500
12-Nov-2020, Evening, SA, Men, 12, 30000
12-Nov-2020, Evening, SA, Women, 17, 42500
12-Nov-2020, Evening, SA, Seniors, 15, 37500
12-Nov-2020, Morning, VIC, Kids, 40, 100000
12-Nov-2020, Morning, VIC, Men, 39, 97500
12-Nov-2020, Morning, VIC, Women, 35, 87500
12-Nov-2020, Morning, VIC, Seniors, 22, 55000
12-Nov-2020, Afternoon, VIC, Kids, 31, 77500
12-Nov-2020, Afternoon, VIC, Men, 39, 97500
12-Nov-2020, Afternoon, VIC, Women, 41, 102500
12-Nov-2020, Afternoon, VIC, Seniors, 24, 60000
12-Nov-2020, Evening, VIC, Kids, 45, 112500
12-Nov-2020, Evening, VIC, Men, 31, 77500
12-Nov-2020, Evening, VIC, Women, 27, 67500
12-Nov-2020, Evening, VIC, Seniors, 30, 75000
12-Nov-2020, Morning, QLD, Kids, 14, 35000
12-Nov-2020, Morning, QLD, Men, 10, 25000
12-Nov-2020, Morning, QLD, Women, 11, 27500
12-Nov-2020, Morning, QLD, Seniors, 10, 25000
12-Nov-2020, Afternoon, QLD, Kids, 8, 20000
12-Nov-2020, Afternoon, QLD, Men, 8, 20000
12-Nov-2020, Afternoon, QLD, Women, 5, 12500
12-Nov-2020, Afternoon, QLD, Seniors, 13, 32500
12-Nov-2020, Evening, QLD, Kids, 13, 32500
12-Nov-2020, Evening, QLD, Men, 11, 27500
12-Nov-2020, Evening, QLD, Women, 14, 35000
12-Nov-2020, Evening, QLD, Seniors, 8, 20000
12-Nov-2020, Morning, NSW, Kids, 29, 72500
12-Nov-2020, Morning, NSW, Men, 13, 32500
12-Nov-2020, Morning, NSW, Women, 26, 65000
12-Nov-2020, Morning, NSW, Seniors, 13, 32500
12-Nov-2020, Afternoon, NSW, Kids, 20, 50000
12-Nov-2020, Afternoon, NSW, Men, 25, 62500
12-Nov-2020, Afternoon, NSW, Women, 20, 50000
12-Nov-2020, Afternoon, NSW, Seniors, 17, 42500
12-Nov-2020, Evening, NSW, Kids, 32, 80000
12-Nov-2020, Evening, NSW, Men, 32, 80000
12-Nov-2020, Evening, NSW, Women, 34, 85000
12-Nov-2020, Evening, NSW, Seniors, 25, 62500
12-Nov-2020, Morning, TAS, Kids, 4, 10000
12-Nov-2020, Morning, TAS, Men, 6, 15000
12-Nov-2020, Morning, TAS, Women, 6, 15000
12-Nov-2020, Morning, TAS, Seniors, 3, 7500
12-Nov-2020, Afternoon, TAS, Kids, 6, 15000
12-Nov-2020, Afternoon, TAS, Men, 4, 10000
12-Nov-2020, Afternoon, TAS, Women, 9, 22500
12-Nov-2020, Afternoon, TAS, Seniors, 8, 20000
12-Nov-2020, Evening, TAS, Kids, 3, 7500
12-Nov-2020, Evening, TAS, Men, 7, 17500
12-Nov-2020, Evening, TAS, Women, 4, 10000
12-Nov-2020, Evening, TAS, Seniors, 6, 15000
13-Nov-2020, Morning, WA, Kids, 6, 15000
13-Nov-2020, Morning, WA, Men, 7, 17500
13-Nov-2020, Morning, WA, Women, 2, 5000
13-Nov-2020, Morning, WA, Seniors, 2, 5000
13-Nov-2020, Afternoon, WA, Kids, 8, 20000
13-Nov-2020, Afternoon, WA, Men, 5, 12500
13-Nov-2020, Afternoon, WA, Women, 7, 17500
13-Nov-2020, Afternoon, WA, Seniors, 10, 25000
13-Nov-2020, Evening, WA, Kids, 8, 20000
13-Nov-2020, Evening, WA, Men, 6, 15000
13-Nov-2020, Evening, WA, Women, 8, 20000
13-Nov-2020, Evening, WA, Seniors, 4, 10000
13-Nov-2020, Morning, NT, Kids, 2, 5000
13-Nov-2020, Morning, NT, Men, 3, 7500
13-Nov-2020, Morning, NT, Women, 8, 20000
13-Nov-2020, Morning, NT, Seniors, 6, 15000
13-Nov-2020, Afternoon, NT, Kids, 9, 22500
13-Nov-2020, Afternoon, NT, Men, 6, 15000
13-Nov-2020, Afternoon, NT, Women, 7, 17500
13-Nov-2020, Afternoon, NT, Seniors, 8, 20000
13-Nov-2020, Evening, NT, Kids, 2, 5000
13-Nov-2020, Evening, NT, Men, 5, 12500
13-Nov-2020, Evening, NT, Women, 9, 22500
13-Nov-2020, Evening, NT, Seniors, 6, 15000
13-Nov-2020, Morning, SA, Kids, 20, 50000
13-Nov-2020, Morning, SA, Men, 19, 47500
13-Nov-2020, Morning, SA, Women, 16, 40000
13-Nov-2020, Morning, SA, Seniors, 19, 47500
13-Nov-2020, Afternoon, SA, Kids, 10, 25000
13-Nov-2020, Afternoon, SA, Men, 20, 50000
13-Nov-2020, Afternoon, SA, Women, 13, 32500
13-Nov-2020, Afternoon, SA, Seniors, 19, 47500
13-Nov-2020, Evening, SA, Kids, 15, 37500
13-Nov-2020, Evening, SA, Men, 20, 50000
13-Nov-2020, Evening, SA, Women, 25, 62500
13-Nov-2020, Evening, SA, Seniors, 10, 25000
13-Nov-2020, Morning, VIC, Kids, 44, 110000
13-Nov-2020, Morning, VIC, Men, 37, 92500
13-Nov-2020, Morning, VIC, Women, 28, 70000
13-Nov-2020, Morning, VIC, Seniors, 39, 97500
13-Nov-2020, Afternoon, VIC, Kids, 40, 100000
13-Nov-2020, Afternoon, VIC, Men, 39, 97500
13-Nov-2020, Afternoon, VIC, Women, 24, 60000
13-Nov-2020, Afternoon, VIC, Seniors, 25, 62500
13-Nov-2020, Evening, VIC, Kids, 23, 57500
13-Nov-2020, Evening, VIC, Men, 31, 77500
13-Nov-2020, Evening, VIC, Women, 29, 72500
13-Nov-2020, Evening, VIC, Seniors, 38, 95000
13-Nov-2020, Morning, QLD, Kids, 15, 37500
13-Nov-2020, Morning, QLD, Men, 5, 12500
13-Nov-2020, Morning, QLD, Women, 11, 27500
13-Nov-2020, Morning, QLD, Seniors, 11, 27500
13-Nov-2020, Afternoon, QLD, Kids, 14, 35000
13-Nov-2020, Afternoon, QLD, Men, 10, 25000
13-Nov-2020, Afternoon, QLD, Women, 3, 7500
13-Nov-2020, Afternoon, QLD, Seniors, 11, 27500
13-Nov-2020, Evening, QLD, Kids, 4, 10000
13-Nov-2020, Evening, QLD, Men, 13, 32500
13-Nov-2020, Evening, QLD, Women, 8, 20000
13-Nov-2020, Evening, QLD, Seniors, 13, 32500
13-Nov-2020, Morning, NSW, Kids, 35, 87500
13-Nov-2020, Morning, NSW, Men, 15, 37500
13-Nov-2020, Morning, NSW, Women, 22, 55000
13-Nov-2020, Morning, NSW, Seniors, 25, 62500
13-Nov-2020, Afternoon, NSW, Kids, 24, 60000
13-Nov-2020, Afternoon, NSW, Men, 30, 75000
13-Nov-2020, Afternoon, NSW, Women, 17, 42500
13-Nov-2020, Afternoon, NSW, Seniors, 22, 55000
13-Nov-2020, Evening, NSW, Kids, 14, 35000
13-Nov-2020, Evening, NSW, Men, 23, 57500
13-Nov-2020, Evening, NSW, Women, 12, 30000
13-Nov-2020, Evening, NSW, Seniors, 19, 47500
13-Nov-2020, Morning, TAS, Kids, 3, 7500
13-Nov-2020, Morning, TAS, Men, 7, 17500
13-Nov-2020, Morning, TAS, Women, 5, 12500
13-Nov-2020, Morning, TAS, Seniors, 10, 25000
13-Nov-2020, Afternoon, TAS, Kids, 10, 25000
13-Nov-2020, Afternoon, TAS, Men, 6, 15000
13-Nov-2020, Afternoon, TAS, Women, 7, 17500
13-Nov-2020, Afternoon, TAS, Seniors, 7, 17500
13-Nov-2020, Evening, TAS, Kids, 10, 25000
13-Nov-2020, Evening, TAS, Men, 10, 25000
13-Nov-2020, Evening, TAS, Women, 7, 17500
13-Nov-2020, Evening, TAS, Seniors, 9, 22500
14-Nov-2020, Morning, WA, Kids, 7, 17500
14-Nov-2020, Morning, WA, Men, 9, 22500
14-Nov-2020, Morning, WA, Women, 10, 25000
14-Nov-2020, Morning, WA, Seniors, 3, 7500
14-Nov-2020, Afternoon, WA, Kids, 3, 7500
14-Nov-2020, Afternoon, WA, Men, 2, 5000
14-Nov-2020, Afternoon, WA, Women, 3, 7500
14-Nov-2020, Afternoon, WA, Seniors, 10, 25000
14-Nov-2020, Evening, WA, Kids, 2, 5000
14-Nov-2020, Evening, WA, Men, 6, 15000
14-Nov-2020, Evening, WA, Women, 9, 22500
14-Nov-2020, Evening, WA, Seniors, 10, 25000
14-Nov-2020, Morning, NT, Kids, 3, 7500
14-Nov-2020, Morning, NT, Men, 9, 22500
14-Nov-2020, Morning, NT, Women, 6, 15000
14-Nov-2020, Morning, NT, Seniors, 3, 7500
14-Nov-2020, Afternoon, NT, Kids, 3, 7500
14-Nov-2020, Afternoon, NT, Men, 4, 10000
14-Nov-2020, Afternoon, NT, Women, 4, 10000
14-Nov-2020, Afternoon, NT, Seniors, 3, 7500
14-Nov-2020, Evening, NT, Kids, 7, 17500
14-Nov-2020, Evening, NT, Men, 3, 7500
14-Nov-2020, Evening, NT, Women, 6, 15000
14-Nov-2020, Evening, NT, Seniors, 7, 17500
14-Nov-2020, Morning, SA, Kids, 15, 37500
14-Nov-2020, Morning, SA, Men, 24, 60000
14-Nov-2020, Morning, SA, Women, 18, 45000
14-Nov-2020, Morning, SA, Seniors, 17, 42500
14-Nov-2020, Afternoon, SA, Kids, 19, 47500
14-Nov-2020, Afternoon, SA, Men, 23, 57500
14-Nov-2020, Afternoon, SA, Women, 22, 55000
14-Nov-2020, Afternoon, SA, Seniors, 19, 47500
14-Nov-2020, Evening, SA, Kids, 19, 47500
14-Nov-2020, Evening, SA, Men, 22, 55000
14-Nov-2020, Evening, SA, Women, 24, 60000
14-Nov-2020, Evening, SA, Seniors, 12, 30000
14-Nov-2020, Morning, VIC, Kids, 35, 87500
14-Nov-2020, Morning, VIC, Men, 41, 102500
14-Nov-2020, Morning, VIC, Women, 38, 95000
14-Nov-2020, Morning, VIC, Seniors, 35, 87500
14-Nov-2020, Afternoon, VIC, Kids, 38, 95000
14-Nov-2020, Afternoon, VIC, Men, 44, 110000
14-Nov-2020, Afternoon, VIC, Women, 40, 100000
14-Nov-2020, Afternoon, VIC, Seniors, 45, 112500
14-Nov-2020, Evening, VIC, Kids, 40, 100000
14-Nov-2020, Evening, VIC, Men, 21, 52500
14-Nov-2020, Evening, VIC, Women, 22, 55000
14-Nov-2020, Evening, VIC, Seniors, 27, 67500
14-Nov-2020, Morning, QLD, Kids, 14, 35000
14-Nov-2020, Morning, QLD, Men, 7, 17500
14-Nov-2020, Morning, QLD, Women, 15, 37500
14-Nov-2020, Morning, QLD, Seniors, 8, 20000
14-Nov-2020, Afternoon, QLD, Kids, 5, 12500
14-Nov-2020, Afternoon, QLD, Men, 10, 25000
14-Nov-2020, Afternoon, QLD, Women, 7, 17500
14-Nov-2020, Afternoon, QLD, Seniors, 9, 22500
14-Nov-2020, Evening, QLD, Kids, 4, 10000
14-Nov-2020, Evening, QLD, Men, 13, 32500
14-Nov-2020, Evening, QLD, Women, 12, 30000
14-Nov-2020, Evening, QLD, Seniors, 9, 22500
14-Nov-2020, Morning, NSW, Kids, 20, 50000
14-Nov-2020, Morning, NSW, Men, 23, 57500
14-Nov-2020, Morning, NSW, Women, 18, 45000
14-Nov-2020, Morning, NSW, Seniors, 32, 80000
14-Nov-2020, Afternoon, NSW, Kids, 21, 52500
14-Nov-2020, Afternoon, NSW, Men, 19, 47500
14-Nov-2020, Afternoon, NSW, Women, 26, 65000
14-Nov-2020, Afternoon, NSW, Seniors, 32, 80000
14-Nov-2020, Evening, NSW, Kids, 25, 62500
14-Nov-2020, Evening, NSW, Men, 18, 45000
14-Nov-2020, Evening, NSW, Women, 24, 60000
14-Nov-2020, Evening, NSW, Seniors, 29, 72500
14-Nov-2020, Morning, TAS, Kids, 3, 7500
14-Nov-2020, Morning, TAS, Men, 9, 22500
14-Nov-2020, Morning, TAS, Women, 2, 5000
14-Nov-2020, Morning, TAS, Seniors, 9, 22500
14-Nov-2020, Afternoon, TAS, Kids, 7, 17500
14-Nov-2020, Afternoon, TAS, Men, 9, 22500
14-Nov-2020, Afternoon, TAS, Women, 3, 7500
14-Nov-2020, Afternoon, TAS, Seniors, 9, 22500
14-Nov-2020, Evening, TAS, Kids, 4, 10000
14-Nov-2020, Evening, TAS, Men, 10, 25000
14-Nov-2020, Evening, TAS, Women, 7, 17500
14-Nov-2020, Evening, TAS, Seniors, 2, 5000
15-Nov-2020, Morning, WA, Kids, 6, 15000
15-Nov-2020, Morning, WA, Men, 8, 20000
15-Nov-2020, Morning, WA, Women, 3, 7500
15-Nov-2020, Morning, WA, Seniors, 7, 17500
15-Nov-2020, Afternoon, WA, Kids, 6, 15000
15-Nov-2020, Afternoon, WA, Men, 2, 5000
15-Nov-2020, Afternoon, WA, Women, 4, 10000
15-Nov-2020, Afternoon, WA, Seniors, 8, 20000
15-Nov-2020, Evening, WA, Kids, 3, 7500
15-Nov-2020, Evening, WA, Men, 6, 15000
15-Nov-2020, Evening, WA, Women, 9, 22500
15-Nov-2020, Evening, WA, Seniors, 7, 17500
15-Nov-2020, Morning, NT, Kids, 5, 12500
15-Nov-2020, Morning, NT, Men, 4, 10000
15-Nov-2020, Morning, NT, Women, 9, 22500
15-Nov-2020, Morning, NT, Seniors, 2, 5000
15-Nov-2020, Afternoon, NT, Kids, 9, 22500
15-Nov-2020, Afternoon, NT, Men, 7, 17500
15-Nov-2020, Afternoon, NT, Women, 10, 25000
15-Nov-2020, Afternoon, NT, Seniors, 3, 7500
15-Nov-2020, Evening, NT, Kids, 2, 5000
15-Nov-2020, Evening, NT, Men, 9, 22500
15-Nov-2020, Evening, NT, Women, 10, 25000
15-Nov-2020, Evening, NT, Seniors, 5, 12500
15-Nov-2020, Morning, SA, Kids, 10, 25000
15-Nov-2020, Morning, SA, Men, 22, 55000
15-Nov-2020, Morning, SA, Women, 17, 42500
15-Nov-2020, Morning, SA, Seniors, 21, 52500
15-Nov-2020, Afternoon, SA, Kids, 25, 62500
15-Nov-2020, Afternoon, SA, Men, 24, 60000
15-Nov-2020, Afternoon, SA, Women, 25, 62500
15-Nov-2020, Afternoon, SA, Seniors, 15, 37500
15-Nov-2020, Evening, SA, Kids, 11, 27500
15-Nov-2020, Evening, SA, Men, 24, 60000
15-Nov-2020, Evening, SA, Women, 14, 35000
15-Nov-2020, Evening, SA, Seniors, 19, 47500
15-Nov-2020, Morning, VIC, Kids, 32, 80000
15-Nov-2020, Morning, VIC, Men, 35, 87500
15-Nov-2020, Morning, VIC, Women, 34, 85000
15-Nov-2020, Morning, VIC, Seniors, 32, 80000
